Data Type,HTS Number,Description,2024,
FAS Value,6210,"GARMENTS, MADE-UP OF FABRICS OF FELT OR NONWOVENS AND GARMENTS OF TEXTILE FABRICS (NOT KNIT ETC.) RUBBERIZED OR IMPREGNATED, COATED ETC. WITH PLASTICS",236540388.00,
FAS Value,6211,"TRACK SUITS, SKI-SUITS AND SWIMWEAR, NOT KNITTED OR CROCHETED",308196942.00,
FAS Value,6212,"BRASSIERES, GIRDLES, CORSETS, BRACES, SUSPENDERS, GARTERS AND SIMILAR ARTICLES AND PARTS THEREOF, WHETHER OR NOT KNITTED OR CROCHETED",232931893.00,
FAS Value,6213,HANDKERCHIEFS,2071536.00,
FAS Value,6214,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED",14676537.00,
FAS Value,6215,"TIES, BOW TIES AND CRAVATS, NOT KNITTED OR CROCHETED",3554152.00,
FAS Value,6216,"GLOVES, MITTENS AND MITTS, NOT KNITTED OR CROCHETED",30892019.00,
FAS Value,6217,MADE-UP CLOTHING ACCESSORIES NESOI; PARTS OF GARMENTS OR CLOTHING ACCESSORIES NESOI,94483401.00,
FAS Value,6301,BLANKETS AND TRAVELING RUGS,36926108.00,
FAS Value,6302,"BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN",218259012.00,
FAS Value,6303,CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALANCES,126792744.00,
FAS Value,6304,FURNISHING ARTICLES OF TEXTILE MATERIALS NESOI,34877047.00,
FAS Value,6305,"SACKS AND BAGS, OF TEXTILE MATERIALS, USED FOR THE PACKING OF GOODS",175488259.00,
FAS Value,6306,"TARPAULINS, SAILS FOR BOATS, SAILBOARDS OR LANDCRAFT, AWNINGS, SUNBLINDS, TENTS AND CAMPING GOODS, OF TEXTILE MATERIALS",139847271.00,
FAS Value,6307,MADE-UP ARTICLES OF TEXTILE MATERIALS NESOI,898803862.00,
FAS Value,6308,"NEEDLECRAFT SETS, OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING RUGS, TAPESTRIES OR EMBROIDERED ARTICLES, PACKAGED FOR RETAIL SALE",1687667.00,
FAS Value,6309,WORN CLOTHING AND OTHER WORN TEXTILE ARTICLES,846793975.00,
FAS Value,6310,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES, AND WORN-OUT ARTICLES OF TWINE, CORDAGE, ROPE OR CABLES, OF TEXTILE MATERIALS",52137995.00,
FAS Value,6401,WATERPROOF FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS WHICH ARE FIXED TOGETHER BY BONDING OR SIMILAR PROCESSES,12733462.00,
FAS Value,6402,"FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, NESOI",212223296.00,
FAS Value,6403,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF LEATHER",415737812.00,
FAS Value,6404,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF TEXTILE MATERIALS",252281493.00,
FAS Value,6405,FOOTWEAR NESOI,172344076.00,
FAS Value,6406,"PARTS OF FOOTWEAR; REMOVABLE INSOLES, HEEL CUSHIONS AND SIMILAR ARTICLES; GAITERS, LEGGINGS AND SIMILAR ARTICLES, AND PARTS THEREOF",335454413.00,
FAS Value,6501,"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT",1450812.00,
FAS Value,6502,"HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE, NOR WITH MADE BRIMS, NOR LINED, NOR TRIMMED",141163.00,
FAS Value,6504,"HATS AND OTHER HEADGEAR, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, WHETHER OR NOT LINED OR TRIMMED",19650974.00,
FAS Value,6505,"HATS AND OTHER HEADGEAR, KNITTED OR CROCHETED, OR MADE UP FROM LACE, FELT OR OTHER TEXTILE FABRIC, IN THE PIECE (NO STRIPS); HAIR NETS OF ANY MATERIAL",214024110.00,
FAS Value,6506,"HEADGEAR NESOI, WHETHER OR NOT LINED OR TRIMMED",260923850.00,
FAS Value,6507,"HEADBANDS, LININGS, COVERS, HAT FOUNDATIONS, HAT FRAMES, PEAKS (VISORS), AND CHINSTRAPS FOR HEADGEAR",84223481.00,
FAS Value,6601,"UMBRELLAS AND SUN UMBRELLAS, INCLUDING WALKING-STICK UMBRELLAS, GARDEN UMBRELLAS AND SIMILAR UMBRELLAS",35966501.00,
FAS Value,6602,"WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND THE LIKE",1773371.00,
FAS Value,6603,"PARTS, TRIMMINGS AND ACCESSORIES FOR UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING CROPS AND SIMILAR ARTICLES",7235484.00,
FAS Value,6701,"SKINS AND OTHER PARTS OF BIRDS WITH THEIR FEATHERS OR DOWN, BLEACHED, DYED OR PROCESSED AND ARTICLES OF FEATHERS OR DOWN NESOI",2185429.00,
FAS Value,6702,"ARTIFICIAL FLOWERS, FOLIAGE AND FRUIT AND PARTS THEREOF; ARTICLES MADE OF ARTIFICIAL FLOWERS, FOLIAGE OR FRUIT",36064925.00,
FAS Value,6703,"HUMAN HAIR, DRESSED OR OTHERWISE WORKED; WOOL OR OTHER ANIMAL HAIR OR OTHER TEXTILE MATERIALS, PREPARED FOR USE IN MAKING WIGS OR THE LIKE",15173316.00,
FAS Value,6704,"WIGS, FALSE BEARDS, EYEBROWS AND EYELASHES, SWITCHES AND SIMILAR ARTICLES, OF HUMAN OR ANIMAL HAIR OR TEXTILE MATERIALS; ARTICLES OF HUMAN HAIR NESOI",76476571.00,
FAS Value,6801,"SETTS, CURBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE)",2259701.00,
FAS Value,6802,"WORKED MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF NESOI; MOSAIC CUBES AND THE LIKE AND COLORED GRANULES, CHIPPINGS AND POWDER, OF NATURAL STONE",96943336.00,
FAS Value,6803,WORKED SLATE AND ARTICLES OF SLATE OR AGGLOMERATED SLATE,4020903.00,
FAS Value,6804,"MILLSTONES, GRINDING WHEELS AND THE LIKE (NO FRAMEWORKS), FOR GRINDING, SHARPENING ETC., AND PARTS THEREOF, OF NATURAL STONE, ABRASIVES OR CERAMICS",257833746.00,
FAS Value,6805,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN, ON A BASE OF TEXTILES, PAPER OR OTHER MATERIAL, WHETHER OR NOT CUT TO SHAPE, SEWN OR OTHERWISE MADE UP",597583884.00,
FAS Value,6806,"MINERAL WOOLS (SLAG, ROCK ETC.); EXFOLIATED VERMICULITE, EXPANDED CLAYS AND THE LIKE; MIXTURES AND ARTICLES OF INSULATING MINERAL MATERIALS NESOI",478315749.00,
FAS Value,6807,"ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (FOR EXAMPLE, PETROLEUM BITUMEN OR COAL TAR PITCH)",385416259.00,
FAS Value,6808,"PANELS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBER, CHIPS OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT OR OTHER MINERAL BINDERS",21842472.00,
FAS Value,6809,ARTICLES OF PLASTER OR OF COMPOSITIONS BASED ON PLASTER,207450491.00,
FAS Value,6810,"ARTICLES OF CEMENT, CONCRETE OR ARTIFICIAL STONE, WHETHER OR NOT REINFORCED",223574991.00,
FAS Value,6811,"ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBER-CEMENT OR THE LIKE",218488186.00,
FAS Value,6812,"FABRICATED ASBESTOS FIBERS; SPECIFIED MIXTURES CONTAINING ASBESTOS; ARTICLES OF SUCH MIXTURES OR OF ASBESTOS (THREAD, FABRICS, CLOTHING ETC.), NESOI",9291076.00,
FAS Value,6813,"FRICTION MATERIAL AND ARTICLES THEREOF (SHEETS, ROLLS, STRIPS, DISCS ETC.), BASED ON ASBESTOS, OTHER MINERAL SUBSTANCES OR OF CELLULOSE",218965511.00,
FAS Value,6814,"WORKED MICA AND ARTICLES OF MICA, INCLUDING AGGLOMERATED OR RECONSTITUTED MICA, WHETHER OR NOT ON A SUPPORT OF PAPER, PAPERBOARD OR OTHER MATERIALS",18795311.00,
FAS Value,6815,"ARTICLES OF STONE OR OTHER MINERAL SUBSTANCES (INCLUDING CARBON FIBERS, ARTICLES OF CARBON FIBERS AND ARTICLES OF PEAT), NESOI",1589071271.00,
FAS Value,6901,"BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS OF SILICEOUS FOSSIL MEALS (INCLUDING KIESELGUHR, TRIPOLITE OR DIATOMITE) OR SIMILAR SILICEOUS EARTHS",5825339.00,
FAS Value,6902,"REFRACTORY BRICKS, BLOCKS AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS, EXCEPT THOSE OF SILICEOUS FOSSIL MEALS OR SIMILAR SILICEOUS EARTHS",132198186.00,
FAS Value,6903,"REFRACTORY CERAMIC GOODS (RETORTS, CRUCIBLES, MUFFLES, PLUGS, TUBES, SHEATHS ETC.), NESOI",331563643.00,
FAS Value,6904,"CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND SIMILAR PRODUCTS",45048303.00,
FAS Value,6905,"ROOFING TILES, CHIMNEY POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS",4984620.00,
FAS Value,6906,"CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS",1599739.00,
FAS Value,6907,"UNGLAZED CERAMIC FLAGS AND PAVING, HEARTH OR WALL TILES; UNGLAZED CERAMIC MOSAIC CUBES AND SIMILAR PRODUCTS",58816598.00,
FAS Value,6909,CERAMIC WARES FOR LABORATORY OR OTHER TECHNICAL USES; CERAMIC TROUGHS ETC. USED IN AGRICULTURE; CERAMIC CONTAINERS USED TO TRANSPORT OR PACK GOODS,1263957886.00,
FAS Value,6910,"CERAMIC SINKS, WASHBASINS AND PEDESTALS, BATHS, BIDETS, WATER CLOSET BOWLS AND FLUSH TANKS, URINALS AND SIMILAR SANITARY FIXTURES",108307024.00,
FAS Value,6911,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD AND TOILET ARTICLES, OF PORCELAIN OR CHINA",50004301.00,
FAS Value,6912,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD AND TOILET ARTICLES, OTHER THAN OF PORCELAIN OR CHINA",67745615.00,
FAS Value,6913,STATUETTES AND OTHER ORNAMENTAL CERAMIC ARTICLES,25329180.00,
FAS Value,6914,CERAMIC ARTICLES NESOI,139683959.00,
FAS Value,7001,CULLET AND OTHER WASTE AND SCRAP OF GLASS; GLASS IN THE MASS,125592448.00,
FAS Value,7002,"GLASS IN BALLS (EXCEPT MICROSPHERES), RODS OR TUBES, UNWORKED",269788903.00,
FAS Value,7003,"CAST GLASS AND ROLLED GLASS, IN SHEETS OR PROFILES, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, BUT NOT OTHERWISE WORKED",177897441.00,
FAS Value,7004,"DRAWN GLASS AND BLOWN GLASS, IN SHEETS, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, BUT NOT OTHERWISE WORKED",7086226.00,
FAS Value,7005,"FLOAT GLASS AND SURFACE GROUND OR POLISHED GLASS, IN SHEETS, WHETHER OR NT HAVING AN ABSORBENT, REFLECTING/NONREFLECTING LAYER, BUT NT OTHERWISE WORKD",443210516.00,
FAS Value,7006,"GLASS (CAST, ROLLED, DRAWN, BLOWN OR FLOAT, SURFACE GROUND, ETC.) BENT, EDGE-WORKED, ENGRAVED, ENAMELED OR OTHERWISE WORKED, NOT FRAMED OR FITTED",36586467.00,
FAS Value,7007,"SAFETY GLASS, CONSISTING OF TOUGHENED (TEMPERED) OR LAMINATED GLASS",301430213.00,
FAS Value,7008,MULTIPLE-WALLED INSULATING UNITS OF GLASS,168569681.00,
FAS Value,7009,"GLASS MIRRORS, WHETHER OR NOT FRAMED, INCLUDING REARVIEW MIRRORS",1748590241.00,
FAS Value,7010,"GLASS CONTAINERS USED FOR THE CONVEYANCE OR PACKING OF GOODS; GLASS PRESERVING JARS; GLASS STOPPERS, LIDS AND OTHER GLASS CLOSURES",349933610.00,
FAS Value,7011,"GLASS ENVELOPES (INCLUDING BULBS AND TUBES), OPEN, AND GLASS PARTS THEREOF, WITHOUT FITTINGS, FOR ELECTRIC LAMPS, CATHODE-RAY TUBES OR THE LIKE",9241239.00,
FAS Value,7013,"GLASSWARE FOR TABLE, KITCHEN, TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES NESOI",198139403.00,
FAS Value,7014,"SIGNALLING GLASSWARE AND OPTICAL ELEMENTS OF GLASS NESOI, NOT OPTICALLY WORKED",158697785.00,
FAS Value,7015,"CLOCK OR WATCH ETC. GLASSES; GLASSES FOR SPECTACLES, CURVED ETC., NOT OPTICALLY WORKED; HOLLOW GLASS SPHERES ETC. FOR THE MANUFACTURE OF SUCH GLASSES",5117359.00,
FAS Value,7016,"GLASS PAVING BLOCKS  ETC. FOR BUILDING PURPOSES; GLASS CUBES ETC. FOR DECORATIVE PURPOSES; LEADED GLASS ARTICLES; FOAM GLASS IN BLOCKS, PANELS, ETC.",50057052.00,
FAS Value,7017,"LABORATORY, HYGIENIC OR PHARMACEUTICAL GLASSWARE, WHETHER OR NOT GRADUATED OR CALIBRATED",253507619.00,
FAS Value,7018,"GLASS BEADS, IMITATION STONES ETC. AND ARTICLES NESOI; GLASS EYES NESOI; LAMP-WORKED GLASS ORNAMENTS; GLASS MICROSPHERES, NOT OVER 1 MM IN DIAMETER",72232800.00,
FAS Value,7019,"GLASS FIBERS (INCLUDING GLASS WOOL) AND ARTICLES THEREOF, INCLUDING YARN AND WOVEN FABRICS",1484744756.00,
FAS Value,7020,"ARTICLES OF GLASS, NESOI",234631343.00,
FAS Value,7101,"PEARLS, NATURAL OR CULTURED, NOT STRUNG, MOUNTED OR SET; PEARLS, NATURAL OR CULTURED, TEMPORARILY STRUNG FOR CONVENIENCE OF TRANSPORT",83459684.00,
FAS Value,7102,"DIAMONDS, WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET",12428104722.00,
FAS Value,7103,"PRECIOUS AND SEMIPRECIOUS STONES (NO DIAMONDS), NOT STRUNG, MOUNTED ETC.; UNGRADED PRECIOUS AND SEMIPRECIOUS STONES (NO DIAMONDS) STRUNG FOR TRANSPORT",3203955001.00,
FAS Value,7104,"SYNTHETIC OR RECONSTRUCTED PRECIOUS OR SEMIPRECIOUS STONES, NOT STRUNG, MOUNTED OR SET (INCLUDING UNGRADED STONES TEMPORARILY STRUNG FOR TRANSPORT)",431646290.00,
FAS Value,7105,DUST AND POWDER OF NATURAL OR SYNTHETIC PRECIOUS OR SEMIPRECIOUS STONES,54092313.00,
FAS Value,7106,"SILVER (INCLUDING SILVER PLATED WITH GOLD OR PLATINUM), UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM",1348557088.00,
FAS Value,7107,"BASE METALS CLAD WITH SILVER, NOT FURTHER WORKED THAN SEMIMANUFACTRED",20032668.00,
FAS Value,7108,"GOLD (INCLUDING GOLD PLATED WITH PLATINUM), UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM",29678941764.00,
FAS Value,7109,"BASE METALS OR SILVER, CLAD WITH GOLD, NOT FURTHER WORKED THAN SEMIMANUFACTURED",18900639.00,
FAS Value,7110,"PLATINUM, UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM",5073905129.00,
FAS Value,7111,"BASE METALS, SILVER OR GOLD, CLAD WITH PLATINUM, NOT FURTHER WORKED THAN SEMIMANUFACTURED",1310564.00,
FAS Value,7112,WASTE AND SCRAP OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL; OTHER WASTE AND SCRAP CONTAINING PRECIOUS METAL PRINCIPALLY USE FOR RECOVERY,7613490904.00,
FAS Value,7113,"ARTICLES OF JEWELRY AND PARTS THEREOF, OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL",11217804607.00,
FAS Value,7114,"ARTICLES OF GOLDSMITHS' OR SILVERSMITHS' WARES AND PARTS THEREOF, OF PRECIOUS METAL OR METAL CLAD WITH PRECIOUS METAL",8566304.00,
FAS Value,7115,ARTICLES OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL NESOI,1151096923.00,
FAS Value,7116,"ARTICLES OF NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMIPRECIOUS STONES (NATURAL, SYNTHETIC OR RECONSTRUCTED)",371155182.00,
FAS Value,7117,IMITATION JEWELRY,255313947.00,
FAS Value,7118,COIN,823121371.00,
FAS Value,7201,"PIG IRON AND SPIEGELEISEN IN PIGS, BLOCKS OR OTHER PRIMARY FORMS",2506132.00,
FAS Value,7202,FERROALLOYS,192343351.00,
FAS Value,7203,"SPONGY FERROUS PRODUCTS FROM DIRECT REDUCTION OF ORE AND PRODUCTS IN LUMPS, PELLETS ETC.; IRON, AT LEAST 99.94% (WT.) PURE, IN LUMPS, PELLETS ETC.",386196593.00,
FAS Value,7204,FERROUS WASTE AND SCRAP; REMELTING SCRAP INGOTS OF IRON OR STEEL,6464872026.00,
FAS Value,7205,"GRANULES AND POWDERS, OF PIG IRON, SPIEGELEISEN, IRON OR STEEL",186542276.00,
FAS Value,7206,IRON AND NONALLOY STEEL IN INGOTS OR OTHER PRIMARY FORMS (EXCLUDING IRON OF HEADING 7203),44236523.00,
FAS Value,7207,SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL,71237117.00,
FAS Value,7208,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED",1889736247.00,
FAS Value,7209,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, COLD-ROLLED, NOT CLAD, PLATED OR COATED",690884834.00,
FAS Value,7210,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, CLAD, PLATED OR COATED",1757692288.00,
FAS Value,7211,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE, NOT CLAD, PLATED OR COATED",420569337.00,
FAS Value,7212,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE, CLAD, PLATED OR COATED",322770469.00,
FAS Value,7213,"BARS AND RODS OF IRON OR NONALLOY STEEL, HOT-ROLLED, IN IRREGULARLY WOUND COILS",106009900.00,
FAS Value,7214,"BARS AND RODS OF IRON OR NONALLOY STEEL NESOI, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN ETC., BUT INCLUDING THOSE TWISTED AFTER ROLLING",357460452.00,
FAS Value,7215,BARS AND RODS OF IRON OR NONALLOY STEEL NESOI,131319189.00,
FAS Value,7216,"ANGLES, SHAPES AND SECTIONS OF IRON OR NONALLOY STEEL",490919961.00,
FAS Value,7217,WIRE OF IRON OR NONALLOY STEEL,148170738.00,
FAS Value,7218,"STAINLESS STEEL IN INGOTS, OTHER PRIMARY FORMS AND SEMIFINISHED PRODUCTS",90657358.00,
FAS Value,7219,"FLAT-ROLLED STAINLESS STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE",1087606147.00,
FAS Value,7220,"FLAT-ROLLED STAINLESS STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE",535826752.00,
FAS Value,7221,"BARS AND RODS OF STAINLESS STEEL, HOT-ROLLED, IN IRREGULARLY WOUND COILS",15746533.00,
FAS Value,7222,"BARS AND RODS OF STAINLESS STEEL NESOI; ANGLES, SHAPES AND SECTIONS OF STAINLESS STEEL",606304009.00,
FAS Value,7223,WIRE OF STAINLESS STEEL,203197921.00,
FAS Value,7224,"ALLOY STEEL (OTHER THAN STAINLESS) IN INGOTS, OTHER PRIMARY FORMS AND SEMIFINISHED PRODUCTS",145535981.00,
FAS Value,7225,"FLAT-ROLLED ALLOY STEEL (OTHER THAN STAINLESS) PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE",2001557178.00,
FAS Value,7226,"FLAT-ROLLED ALLOY STEEL (OTHER THAN STAINLESS) PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE",395189108.00,
FAS Value,7227,"BARS AND RODS OF ALLOY STEEL (OTHER THAN STAINLESS), HOT-ROLLED, IN IRREGULARLY WOUND COILS",32947703.00,
FAS Value,7228,"BARS AND RODS NESOI, ANGLES, SHAPES AND SECTIONS OF ALLOY STEEL (OTHER THAN STAINLESS); HOLLOW DRILL BARS AND RODS, OF ALLOY OR NONALLOY STEEL",718071726.00,
FAS Value,7229,WIRE OF ALLOY STEEL (OTHER THAN STAINLESS),94137166.00,
FAS Value,7301,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL",67697241.00,
FAS Value,7302,RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL,271532793.00,
FAS Value,7303,"TUBES, PIPES AND HOLLOW PROFILES OF CAST IRON",40113751.00,
FAS Value,7304,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST) OR STEEL",821230244.00,
FAS Value,7305,"TUBES AND PIPES NESOI (WELDED ETC.), HAVING INTERNAL AND EXTERNAL CROSS SECTIONS WITH AN EXTERNAL DIAMETER OF OVER 406.4 MM (16 IN.), OF IRON OR STEEL",107966596.00,
FAS Value,7306,"TUBES, PIPES AND HOLLOW PROFILES NESOI (OPEN SEAMED OR WELDED, RIVETED OR SIMILARLY CLOSED), OF IRON OR STEEL",1362085466.00,
FAS Value,7307,"TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS AND SLEEVES), OF IRON OR STEEL",1976163196.00,
FAS Value,7308,"STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING PREPARED SHAPES ETC., OF IRON OR STEEL",1411361541.00,
FAS Value,7309,"RESERVOIRS, TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF MORE THAN 300 LITERS (79.25 GAL.), OF IRON OR STEEL",372380471.00,
FAS Value,7310,"TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.25 GAL.), OF IRON OR STEEL",738084430.00,
FAS Value,7311,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL",347118793.00,
FAS Value,7312,"STRANDED WIRE, ROPES AND CABLES, PLAITED BANDS ETC., NOT ELECTRICALLY INSULATED, OF IRON OR STEEL",340764189.00,
FAS Value,7313,"BARBED WIRE, TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL",2980066.00,
FAS Value,7314,"CLOTH (INCLUDING ENDLESS BANDS), GRILL, NETTING AND FENCING, OF IRON OR STEEL WIRE; EXPANDED METAL OF IRON OR STEEL",186540191.00,
FAS Value,7315,"CHAIN AND PARTS THEREOF, OF IRON OR STEEL",381814995.00,
FAS Value,7316,"ANCHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL",19099229.00,
FAS Value,7317,"NAILS, TACKS, DRAWING PINS, STAPLES (OTHER THAN IN STRIPS), AND SIMILAR ARTICLES, OF IRON OR STEEL, EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER",51319574.00,
FAS Value,7318,"SCREWS, BOLTS, NUTS, COACH SCREWS, SCREW HOOKS, RIVETS, COTTERS, COTTER PINS, WASHERS AND SIMILAR ARTICLES, OF IRON OR STEEL",5628007197.00,
FAS Value,7319,"SEWING NEEDLES, KNITTING NEEDLES, BODKINS, CROCHET HOOKS AND SIMILAR ARTICLES, OF IRON OR STEEL; SAFETY PINS AND OTHER PINS OF IRON OR STEEL, NESOI",23447950.00,
FAS Value,7320,"SPRINGS AND LEAVES FOR SPRINGS, OF IRON OR STEEL",776742887.00,
FAS Value,7321,"STOVES, RANGES, GRATES, COOKERS, BARBECUES, BRAZIERS AND SIMILAR NONELECTRIC DOMESTIC APPLIANCES, AND PARTS THEREOF, OF IRON OR STEEL",267096947.00,
FAS Value,7322,"RADIATORS, AIR HEATERS AND HOT AIR DISTRIBUTORS HAVING A MOTOR-DRIVEN FAN OR BLOWER, NOT ELECTRICALLY HEATED, AND PARTS THEREOF, OF IRON OR STEEL",476816992.00,
FAS Value,7323,"TABLE, KITCHEN OR OTHER HOUSEHOLD ARTICLES AND PARTS THEREOF, OF IRON OR STEEL; IRON OR STEEL WOOL; POT SCOURERS, SCOURING PADS ETC., OF IRON OR STEEL",266612534.00,
FAS Value,7324,"SANITARY WARE AND PARTS THEREOF, OF IRON OR STEEL",108606093.00,
FAS Value,7325,"CAST ARTICLES NESOI, OF IRON OR STEEL",251039143.00,
FAS Value,7326,"ARTICLES OF IRON OR STEEL, NESOI",6706148518.00,
FAS Value,7401,COPPER MATTES; CEMENT COPPER (PRECIPITATED COPPER),1699227.00,
FAS Value,7402,UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING,456017851.00,
FAS Value,7403,"REFINED COPPER AND COPPER ALLOYS (OTHER THAN MASTER ALLOYS OF HEADING 7405), UNWROUGHT",1864406940.00,
FAS Value,7404,COPPER WASTE AND SCRAP,5380562874.00,
FAS Value,7405,MASTER ALLOYS OF COPPER,12570871.00,
FAS Value,7406,COPPER POWDERS AND FLAKES,188544124.00,
FAS Value,7407,"COPPER BARS, RODS AND PROFILES",420491323.00,
FAS Value,7408,COPPER WIRE,1608668001.00,
FAS Value,7409,"COPPER PLATES, SHEETS AND STRIP, OVER 0.15 MM (0.006 IN.) THICK",505654622.00,
FAS Value,7410,"COPPER FOIL (WHETHER OR NOT PRINTED OR BACKED WITH PAPER OR OTHER BACKING MATERIALS), NOT OVER 0.15 MM (0.006 IN.) THICK (EXCLUDING ANY BACKING)",271731458.00,
FAS Value,7411,COPPER TUBES AND PIPES,316937728.00,
FAS Value,7412,"COPPER TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)",337443764.00,
FAS Value,7413,"STRANDED WIRE, CABLES, PLAITED BANDS AND SIMILAR ARTICLES, OF COPPER, NOT ELECTRICALLY INSULATED",410209440.00,
FAS Value,7415,"NAILS, TACKS, DRAWING PINS, STAPLES (EXCEPT THOSE FOR OFFICE ETC.) AND SIMILAR ARTICLES OF COPPER OR WITH COPPER HEADS; SCREWS, BOLTS ETC. OF COPPER",125586974.00,
