"","Data.Type","HTS.Number","Description","X2024","parent"
"689","FAS Value",6110,"SWEATERS, PULLOVERS, SWEATSHIRTS, WAISTCOATS (VESTS) AND SIMILAR ARTICLES, KNITTED OR CROCHETED",702222673,61
"690","FAS Value",6111,"BABIES' GARMENTS AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED",55703752,61
"691","FAS Value",6112,"TRACK SUITS, SKI-SUITS AND SWIMWEAR, KNITTED OR CROCHETED",43682099,61
"692","FAS Value",6113,"GARMENTS, IMPREGNATED, COATED, COVERED OR LAMINATED WITH PLASTICS, RUBBER OR OTHER MATERIALS, KNITTED OR CROCHETED",28486973,61
"693","FAS Value",6114,"GARMENTS NESOI, KNITTED OR CROCHETED",116642935,61
"694","FAS Value",6115,"PANTYHOSE, TIGHTS, STOCKINGS, SOCKS AND OTHER HOSIERY, INCLUDING STOCKINGS FOR VARICOSE VEINS AND FOOTWEAR WITHOUT APPLIED SOLES, KNITTED OR CROCHETED",172246506,61
"695","FAS Value",6116,"GLOVES, MITTENS AND MITTS, KNITTED OR CROCHETED",86488954,61
"696","FAS Value",6117,"MADE-UP CLOTHING ACCESSORIES NESOI, KNITTED OR CROCHETED; PARTS OF KNITTED OR CROCHETED GARMENTS OR CLOTHING ACCESSORIES",52037889,61
"697","FAS Value",6201,"MEN'S OR BOYS' OVERCOATS, RAINCOATS, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS) AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED, NESOI",147024312,62
"698","FAS Value",6202,"WOMEN'S OR GIRLS' OVERCOATS, RAINCOATS, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS) AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED, NESOI",119964556,62
"699","FAS Value",6203,"MEN'S OR BOY'S SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, TROUSERS, BIB AND BRACE OVERALLS, BREECHES, ETC. (NO SWIMWEAR), NOT KNITTED OR CROCHETED",403786857,62
"700","FAS Value",6204,"WOMEN'S OR GIRLS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, ETC. (NO SWIMWEAR), NOT KNITTED OR CROCHETED",760211830,62
"701","FAS Value",6205,"MEN'S OR BOYS' SHIRTS, NOT KNITTED OR CROCHETED",159809795,62
"702","FAS Value",6206,"WOMEN'S OR GIRL'S BLOUSES, SHIRTS AND SHIRT-BLOUSES, NOT KNITTED OR CROCHETED",123388643,62
"703","FAS Value",6207,"MEN'S OR BOY'S SINGLETS AND OTHER UNDERSHIRTS, UNDERPANTS, BRIEFS, NIGHTSHIRTS, PAJAMAS, BATHROBES AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED",6365100,62
"704","FAS Value",6208,"WOMEN'S OR GIRLS' SINGLETS AND OTHER UNDERSHIRTS, SLIPS, PANTIES, NIGHTDRESSES, PAJAMAS, NEGLIGEES AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED",48028446,62
"705","FAS Value",6209,"BABIES' GARMENTS AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",12648902,62
"706","FAS Value",6210,"GARMENTS, MADE-UP OF FABRICS OF FELT OR NONWOVENS AND GARMENTS OF TEXTILE FABRICS (NOT KNIT ETC.) RUBBERIZED OR IMPREGNATED, COATED ETC. WITH PLASTICS",236540388,62
"707","FAS Value",6211,"TRACK SUITS, SKI-SUITS AND SWIMWEAR, NOT KNITTED OR CROCHETED",308196942,62
"708","FAS Value",6212,"BRASSIERES, GIRDLES, CORSETS, BRACES, SUSPENDERS, GARTERS AND SIMILAR ARTICLES AND PARTS THEREOF, WHETHER OR NOT KNITTED OR CROCHETED",232931893,62
"709","FAS Value",6213,"HANDKERCHIEFS",2071536,62
"710","FAS Value",6214,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS AND SIMILAR ARTICLES, NOT KNITTED OR CROCHETED",14676537,62
"711","FAS Value",6215,"TIES, BOW TIES AND CRAVATS, NOT KNITTED OR CROCHETED",3554152,62
"712","FAS Value",6216,"GLOVES, MITTENS AND MITTS, NOT KNITTED OR CROCHETED",30892019,62
"713","FAS Value",6217,"MADE-UP CLOTHING ACCESSORIES NESOI; PARTS OF GARMENTS OR CLOTHING ACCESSORIES NESOI",94483401,62
"714","FAS Value",6301,"BLANKETS AND TRAVELING RUGS",36926108,63
"715","FAS Value",6302,"BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN",218259012,63
"716","FAS Value",6303,"CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALANCES",126792744,63
"717","FAS Value",6304,"FURNISHING ARTICLES OF TEXTILE MATERIALS NESOI",34877047,63
"718","FAS Value",6305,"SACKS AND BAGS, OF TEXTILE MATERIALS, USED FOR THE PACKING OF GOODS",175488259,63
"719","FAS Value",6306,"TARPAULINS, SAILS FOR BOATS, SAILBOARDS OR LANDCRAFT, AWNINGS, SUNBLINDS, TENTS AND CAMPING GOODS, OF TEXTILE MATERIALS",139847271,63
"720","FAS Value",6307,"MADE-UP ARTICLES OF TEXTILE MATERIALS NESOI",898803862,63
"721","FAS Value",6308,"NEEDLECRAFT SETS, OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING RUGS, TAPESTRIES OR EMBROIDERED ARTICLES, PACKAGED FOR RETAIL SALE",1687667,63
"722","FAS Value",6309,"WORN CLOTHING AND OTHER WORN TEXTILE ARTICLES",846793975,63
"723","FAS Value",6310,"USED OR NEW RAGS, SCRAP TWINE, CORDAGE, ROPE AND CABLES, AND WORN-OUT ARTICLES OF TWINE, CORDAGE, ROPE OR CABLES, OF TEXTILE MATERIALS",52137995,63
"724","FAS Value",6401,"WATERPROOF FOOTWEAR WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS WHICH ARE FIXED TOGETHER BY BONDING OR SIMILAR PROCESSES",12733462,64
"725","FAS Value",6402,"FOOTWEAR, WITH OUTER SOLES AND UPPERS OF RUBBER OR PLASTICS, NESOI",212223296,64
"726","FAS Value",6403,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF LEATHER",415737812,64
"727","FAS Value",6404,"FOOTWEAR, WITH OUTER SOLES OF RUBBER, PLASTICS, LEATHER OR COMPOSITION LEATHER AND UPPERS OF TEXTILE MATERIALS",252281493,64
"728","FAS Value",6405,"FOOTWEAR NESOI",172344076,64
"729","FAS Value",6406,"PARTS OF FOOTWEAR; REMOVABLE INSOLES, HEEL CUSHIONS AND SIMILAR ARTICLES; GAITERS, LEGGINGS AND SIMILAR ARTICLES, AND PARTS THEREOF",335454413,64
"730","FAS Value",6501,"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT",1450812,65
"731","FAS Value",6502,"HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE, NOR WITH MADE BRIMS, NOR LINED, NOR TRIMMED",141163,65
"732","FAS Value",6504,"HATS AND OTHER HEADGEAR, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, WHETHER OR NOT LINED OR TRIMMED",19650974,65
"733","FAS Value",6505,"HATS AND OTHER HEADGEAR, KNITTED OR CROCHETED, OR MADE UP FROM LACE, FELT OR OTHER TEXTILE FABRIC, IN THE PIECE (NO STRIPS); HAIR NETS OF ANY MATERIAL",214024110,65
"734","FAS Value",6506,"HEADGEAR NESOI, WHETHER OR NOT LINED OR TRIMMED",260923850,65
"735","FAS Value",6507,"HEADBANDS, LININGS, COVERS, HAT FOUNDATIONS, HAT FRAMES, PEAKS (VISORS), AND CHINSTRAPS FOR HEADGEAR",84223481,65
"736","FAS Value",6601,"UMBRELLAS AND SUN UMBRELLAS, INCLUDING WALKING-STICK UMBRELLAS, GARDEN UMBRELLAS AND SIMILAR UMBRELLAS",35966501,66
"737","FAS Value",6602,"WALKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND THE LIKE",1773371,66
"738","FAS Value",6603,"PARTS, TRIMMINGS AND ACCESSORIES FOR UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING CROPS AND SIMILAR ARTICLES",7235484,66
"739","FAS Value",6701,"SKINS AND OTHER PARTS OF BIRDS WITH THEIR FEATHERS OR DOWN, BLEACHED, DYED OR PROCESSED AND ARTICLES OF FEATHERS OR DOWN NESOI",2185429,67
"740","FAS Value",6702,"ARTIFICIAL FLOWERS, FOLIAGE AND FRUIT AND PARTS THEREOF; ARTICLES MADE OF ARTIFICIAL FLOWERS, FOLIAGE OR FRUIT",36064925,67
"741","FAS Value",6703,"HUMAN HAIR, DRESSED OR OTHERWISE WORKED; WOOL OR OTHER ANIMAL HAIR OR OTHER TEXTILE MATERIALS, PREPARED FOR USE IN MAKING WIGS OR THE LIKE",15173316,67
"742","FAS Value",6704,"WIGS, FALSE BEARDS, EYEBROWS AND EYELASHES, SWITCHES AND SIMILAR ARTICLES, OF HUMAN OR ANIMAL HAIR OR TEXTILE MATERIALS; ARTICLES OF HUMAN HAIR NESOI",76476571,67
"743","FAS Value",6801,"SETTS, CURBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE)",2259701,68
"744","FAS Value",6802,"WORKED MONUMENTAL OR BUILDING STONE AND ARTICLES THEREOF NESOI; MOSAIC CUBES AND THE LIKE AND COLORED GRANULES, CHIPPINGS AND POWDER, OF NATURAL STONE",96943336,68
"745","FAS Value",6803,"WORKED SLATE AND ARTICLES OF SLATE OR AGGLOMERATED SLATE",4020903,68
"746","FAS Value",6804,"MILLSTONES, GRINDING WHEELS AND THE LIKE (NO FRAMEWORKS), FOR GRINDING, SHARPENING ETC., AND PARTS THEREOF, OF NATURAL STONE, ABRASIVES OR CERAMICS",257833746,68
"747","FAS Value",6805,"NATURAL OR ARTIFICIAL ABRASIVE POWDER OR GRAIN, ON A BASE OF TEXTILES, PAPER OR OTHER MATERIAL, WHETHER OR NOT CUT TO SHAPE, SEWN OR OTHERWISE MADE UP",597583884,68
"748","FAS Value",6806,"MINERAL WOOLS (SLAG, ROCK ETC.); EXFOLIATED VERMICULITE, EXPANDED CLAYS AND THE LIKE; MIXTURES AND ARTICLES OF INSULATING MINERAL MATERIALS NESOI",478315749,68
"749","FAS Value",6807,"ARTICLES OF ASPHALT OR OF SIMILAR MATERIAL (FOR EXAMPLE, PETROLEUM BITUMEN OR COAL TAR PITCH)",385416259,68
"750","FAS Value",6808,"PANELS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBER, CHIPS OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT OR OTHER MINERAL BINDERS",21842472,68
"751","FAS Value",6809,"ARTICLES OF PLASTER OR OF COMPOSITIONS BASED ON PLASTER",207450491,68
"752","FAS Value",6810,"ARTICLES OF CEMENT, CONCRETE OR ARTIFICIAL STONE, WHETHER OR NOT REINFORCED",223574991,68
"753","FAS Value",6811,"ARTICLES OF ASBESTOS-CEMENT, OF CELLULOSE FIBER-CEMENT OR THE LIKE",218488186,68
"754","FAS Value",6812,"FABRICATED ASBESTOS FIBERS; SPECIFIED MIXTURES CONTAINING ASBESTOS; ARTICLES OF SUCH MIXTURES OR OF ASBESTOS (THREAD, FABRICS, CLOTHING ETC.), NESOI",9291076,68
"755","FAS Value",6813,"FRICTION MATERIAL AND ARTICLES THEREOF (SHEETS, ROLLS, STRIPS, DISCS ETC.), BASED ON ASBESTOS, OTHER MINERAL SUBSTANCES OR OF CELLULOSE",218965511,68
"756","FAS Value",6814,"WORKED MICA AND ARTICLES OF MICA, INCLUDING AGGLOMERATED OR RECONSTITUTED MICA, WHETHER OR NOT ON A SUPPORT OF PAPER, PAPERBOARD OR OTHER MATERIALS",18795311,68
"757","FAS Value",6815,"ARTICLES OF STONE OR OTHER MINERAL SUBSTANCES (INCLUDING CARBON FIBERS, ARTICLES OF CARBON FIBERS AND ARTICLES OF PEAT), NESOI",1589071271,68
"758","FAS Value",6901,"BRICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS OF SILICEOUS FOSSIL MEALS (INCLUDING KIESELGUHR, TRIPOLITE OR DIATOMITE) OR SIMILAR SILICEOUS EARTHS",5825339,69
"759","FAS Value",6902,"REFRACTORY BRICKS, BLOCKS AND SIMILAR REFRACTORY CERAMIC CONSTRUCTIONAL GOODS, EXCEPT THOSE OF SILICEOUS FOSSIL MEALS OR SIMILAR SILICEOUS EARTHS",132198186,69
"760","FAS Value",6903,"REFRACTORY CERAMIC GOODS (RETORTS, CRUCIBLES, MUFFLES, PLUGS, TUBES, SHEATHS ETC.), NESOI",331563643,69
"761","FAS Value",6904,"CERAMIC BUILDING BRICKS, FLOORING BLOCKS, SUPPORT OR FILLER TILES AND SIMILAR PRODUCTS",45048303,69
"762","FAS Value",6905,"ROOFING TILES, CHIMNEY POTS, COWLS, CHIMNEY LINERS, ARCHITECTURAL ORNAMENTS AND OTHER CERAMIC CONSTRUCTIONAL GOODS",4984620,69
"763","FAS Value",6906,"CERAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS",1599739,69
"764","FAS Value",6907,"UNGLAZED CERAMIC FLAGS AND PAVING, HEARTH OR WALL TILES; UNGLAZED CERAMIC MOSAIC CUBES AND SIMILAR PRODUCTS",58816598,69
"765","FAS Value",6909,"CERAMIC WARES FOR LABORATORY OR OTHER TECHNICAL USES; CERAMIC TROUGHS ETC. USED IN AGRICULTURE; CERAMIC CONTAINERS USED TO TRANSPORT OR PACK GOODS",1263957886,69
"766","FAS Value",6910,"CERAMIC SINKS, WASHBASINS AND PEDESTALS, BATHS, BIDETS, WATER CLOSET BOWLS AND FLUSH TANKS, URINALS AND SIMILAR SANITARY FIXTURES",108307024,69
"767","FAS Value",6911,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD AND TOILET ARTICLES, OF PORCELAIN OR CHINA",50004301,69
"768","FAS Value",6912,"CERAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD AND TOILET ARTICLES, OTHER THAN OF PORCELAIN OR CHINA",67745615,69
"769","FAS Value",6913,"STATUETTES AND OTHER ORNAMENTAL CERAMIC ARTICLES",25329180,69
"770","FAS Value",6914,"CERAMIC ARTICLES NESOI",139683959,69
"771","FAS Value",7001,"CULLET AND OTHER WASTE AND SCRAP OF GLASS; GLASS IN THE MASS",125592448,70
"772","FAS Value",7002,"GLASS IN BALLS (EXCEPT MICROSPHERES), RODS OR TUBES, UNWORKED",269788903,70
"773","FAS Value",7003,"CAST GLASS AND ROLLED GLASS, IN SHEETS OR PROFILES, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, BUT NOT OTHERWISE WORKED",177897441,70
"774","FAS Value",7004,"DRAWN GLASS AND BLOWN GLASS, IN SHEETS, WHETHER OR NOT HAVING AN ABSORBENT, REFLECTING OR NONREFLECTING LAYER, BUT NOT OTHERWISE WORKED",7086226,70
"775","FAS Value",7005,"FLOAT GLASS AND SURFACE GROUND OR POLISHED GLASS, IN SHEETS, WHETHER OR NT HAVING AN ABSORBENT, REFLECTING/NONREFLECTING LAYER, BUT NT OTHERWISE WORKD",443210516,70
"776","FAS Value",7006,"GLASS (CAST, ROLLED, DRAWN, BLOWN OR FLOAT, SURFACE GROUND, ETC.) BENT, EDGE-WORKED, ENGRAVED, ENAMELED OR OTHERWISE WORKED, NOT FRAMED OR FITTED",36586467,70
"777","FAS Value",7007,"SAFETY GLASS, CONSISTING OF TOUGHENED (TEMPERED) OR LAMINATED GLASS",301430213,70
"778","FAS Value",7008,"MULTIPLE-WALLED INSULATING UNITS OF GLASS",168569681,70
"779","FAS Value",7009,"GLASS MIRRORS, WHETHER OR NOT FRAMED, INCLUDING REARVIEW MIRRORS",1748590241,70
"780","FAS Value",7010,"GLASS CONTAINERS USED FOR THE CONVEYANCE OR PACKING OF GOODS; GLASS PRESERVING JARS; GLASS STOPPERS, LIDS AND OTHER GLASS CLOSURES",349933610,70
"781","FAS Value",7011,"GLASS ENVELOPES (INCLUDING BULBS AND TUBES), OPEN, AND GLASS PARTS THEREOF, WITHOUT FITTINGS, FOR ELECTRIC LAMPS, CATHODE-RAY TUBES OR THE LIKE",9241239,70
"782","FAS Value",7013,"GLASSWARE FOR TABLE, KITCHEN, TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES NESOI",198139403,70
"783","FAS Value",7014,"SIGNALLING GLASSWARE AND OPTICAL ELEMENTS OF GLASS NESOI, NOT OPTICALLY WORKED",158697785,70
"784","FAS Value",7015,"CLOCK OR WATCH ETC. GLASSES; GLASSES FOR SPECTACLES, CURVED ETC., NOT OPTICALLY WORKED; HOLLOW GLASS SPHERES ETC. FOR THE MANUFACTURE OF SUCH GLASSES",5117359,70
"785","FAS Value",7016,"GLASS PAVING BLOCKS  ETC. FOR BUILDING PURPOSES; GLASS CUBES ETC. FOR DECORATIVE PURPOSES; LEADED GLASS ARTICLES; FOAM GLASS IN BLOCKS, PANELS, ETC.",50057052,70
"786","FAS Value",7017,"LABORATORY, HYGIENIC OR PHARMACEUTICAL GLASSWARE, WHETHER OR NOT GRADUATED OR CALIBRATED",253507619,70
"787","FAS Value",7018,"GLASS BEADS, IMITATION STONES ETC. AND ARTICLES NESOI; GLASS EYES NESOI; LAMP-WORKED GLASS ORNAMENTS; GLASS MICROSPHERES, NOT OVER 1 MM IN DIAMETER",72232800,70
"788","FAS Value",7019,"GLASS FIBERS (INCLUDING GLASS WOOL) AND ARTICLES THEREOF, INCLUDING YARN AND WOVEN FABRICS",1484744756,70
"789","FAS Value",7020,"ARTICLES OF GLASS, NESOI",234631343,70
"790","FAS Value",7101,"PEARLS, NATURAL OR CULTURED, NOT STRUNG, MOUNTED OR SET; PEARLS, NATURAL OR CULTURED, TEMPORARILY STRUNG FOR CONVENIENCE OF TRANSPORT",83459684,71
"791","FAS Value",7102,"DIAMONDS, WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET",12428104722,71
"792","FAS Value",7103,"PRECIOUS AND SEMIPRECIOUS STONES (NO DIAMONDS), NOT STRUNG, MOUNTED ETC.; UNGRADED PRECIOUS AND SEMIPRECIOUS STONES (NO DIAMONDS) STRUNG FOR TRANSPORT",3203955001,71
"793","FAS Value",7104,"SYNTHETIC OR RECONSTRUCTED PRECIOUS OR SEMIPRECIOUS STONES, NOT STRUNG, MOUNTED OR SET (INCLUDING UNGRADED STONES TEMPORARILY STRUNG FOR TRANSPORT)",431646290,71
"794","FAS Value",7105,"DUST AND POWDER OF NATURAL OR SYNTHETIC PRECIOUS OR SEMIPRECIOUS STONES",54092313,71
"795","FAS Value",7106,"SILVER (INCLUDING SILVER PLATED WITH GOLD OR PLATINUM), UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM",1348557088,71
"796","FAS Value",7107,"BASE METALS CLAD WITH SILVER, NOT FURTHER WORKED THAN SEMIMANUFACTRED",20032668,71
"797","FAS Value",7108,"GOLD (INCLUDING GOLD PLATED WITH PLATINUM), UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM",29678941764,71
"798","FAS Value",7109,"BASE METALS OR SILVER, CLAD WITH GOLD, NOT FURTHER WORKED THAN SEMIMANUFACTURED",18900639,71
"799","FAS Value",7110,"PLATINUM, UNWROUGHT OR IN SEMIMANUFACTURED FORMS, OR IN POWDER FORM",5073905129,71
"800","FAS Value",7111,"BASE METALS, SILVER OR GOLD, CLAD WITH PLATINUM, NOT FURTHER WORKED THAN SEMIMANUFACTURED",1310564,71
"801","FAS Value",7112,"WASTE AND SCRAP OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL; OTHER WASTE AND SCRAP CONTAINING PRECIOUS METAL PRINCIPALLY USE FOR RECOVERY",7613490904,71
"802","FAS Value",7113,"ARTICLES OF JEWELRY AND PARTS THEREOF, OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL",11217804607,71
"803","FAS Value",7114,"ARTICLES OF GOLDSMITHS' OR SILVERSMITHS' WARES AND PARTS THEREOF, OF PRECIOUS METAL OR METAL CLAD WITH PRECIOUS METAL",8566304,71
"804","FAS Value",7115,"ARTICLES OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL NESOI",1151096923,71
"805","FAS Value",7116,"ARTICLES OF NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMIPRECIOUS STONES (NATURAL, SYNTHETIC OR RECONSTRUCTED)",371155182,71
"806","FAS Value",7117,"IMITATION JEWELRY",255313947,71
"807","FAS Value",7118,"COIN",823121371,71
"808","FAS Value",7201,"PIG IRON AND SPIEGELEISEN IN PIGS, BLOCKS OR OTHER PRIMARY FORMS",2506132,72
"809","FAS Value",7202,"FERROALLOYS",192343351,72
"810","FAS Value",7203,"SPONGY FERROUS PRODUCTS FROM DIRECT REDUCTION OF ORE AND PRODUCTS IN LUMPS, PELLETS ETC.; IRON, AT LEAST 99.94% (WT.) PURE, IN LUMPS, PELLETS ETC.",386196593,72
"811","FAS Value",7204,"FERROUS WASTE AND SCRAP; REMELTING SCRAP INGOTS OF IRON OR STEEL",6464872026,72
"812","FAS Value",7205,"GRANULES AND POWDERS, OF PIG IRON, SPIEGELEISEN, IRON OR STEEL",186542276,72
"813","FAS Value",7206,"IRON AND NONALLOY STEEL IN INGOTS OR OTHER PRIMARY FORMS (EXCLUDING IRON OF HEADING 7203)",44236523,72
"814","FAS Value",7207,"SEMIFINISHED PRODUCTS OF IRON OR NONALLOY STEEL",71237117,72
"815","FAS Value",7208,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, HOT-ROLLED, NOT CLAD, PLATED OR COATED",1889736247,72
"816","FAS Value",7209,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, COLD-ROLLED, NOT CLAD, PLATED OR COATED",690884834,72
"817","FAS Value",7210,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE, CLAD, PLATED OR COATED",1757692288,72
"818","FAS Value",7211,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE, NOT CLAD, PLATED OR COATED",420569337,72
"819","FAS Value",7212,"FLAT-ROLLED IRON OR NONALLOY STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE, CLAD, PLATED OR COATED",322770469,72
"820","FAS Value",7213,"BARS AND RODS OF IRON OR NONALLOY STEEL, HOT-ROLLED, IN IRREGULARLY WOUND COILS",106009900,72
"821","FAS Value",7214,"BARS AND RODS OF IRON OR NONALLOY STEEL NESOI, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN ETC., BUT INCLUDING THOSE TWISTED AFTER ROLLING",357460452,72
"822","FAS Value",7215,"BARS AND RODS OF IRON OR NONALLOY STEEL NESOI",131319189,72
"823","FAS Value",7216,"ANGLES, SHAPES AND SECTIONS OF IRON OR NONALLOY STEEL",490919961,72
"824","FAS Value",7217,"WIRE OF IRON OR NONALLOY STEEL",148170738,72
"825","FAS Value",7218,"STAINLESS STEEL IN INGOTS, OTHER PRIMARY FORMS AND SEMIFINISHED PRODUCTS",90657358,72
"826","FAS Value",7219,"FLAT-ROLLED STAINLESS STEEL PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE",1087606147,72
"827","FAS Value",7220,"FLAT-ROLLED STAINLESS STEEL PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE",535826752,72
"828","FAS Value",7221,"BARS AND RODS OF STAINLESS STEEL, HOT-ROLLED, IN IRREGULARLY WOUND COILS",15746533,72
"829","FAS Value",7222,"BARS AND RODS OF STAINLESS STEEL NESOI; ANGLES, SHAPES AND SECTIONS OF STAINLESS STEEL",606304009,72
"830","FAS Value",7223,"WIRE OF STAINLESS STEEL",203197921,72
"831","FAS Value",7224,"ALLOY STEEL (OTHER THAN STAINLESS) IN INGOTS, OTHER PRIMARY FORMS AND SEMIFINISHED PRODUCTS",145535981,72
"832","FAS Value",7225,"FLAT-ROLLED ALLOY STEEL (OTHER THAN STAINLESS) PRODUCTS, 600 MM (23.6 IN.) OR MORE WIDE",2001557178,72
"833","FAS Value",7226,"FLAT-ROLLED ALLOY STEEL (OTHER THAN STAINLESS) PRODUCTS, LESS THAN 600 MM (23.6 IN.) WIDE",395189108,72
"834","FAS Value",7227,"BARS AND RODS OF ALLOY STEEL (OTHER THAN STAINLESS), HOT-ROLLED, IN IRREGULARLY WOUND COILS",32947703,72
"835","FAS Value",7228,"BARS AND RODS NESOI, ANGLES, SHAPES AND SECTIONS OF ALLOY STEEL (OTHER THAN STAINLESS); HOLLOW DRILL BARS AND RODS, OF ALLOY OR NONALLOY STEEL",718071726,72
"836","FAS Value",7229,"WIRE OF ALLOY STEEL (OTHER THAN STAINLESS)",94137166,72
"837","FAS Value",7301,"SHEET PILING OF IRON OR STEEL, WHETHER OR NOT DRILLED, PUNCHED OR MADE FROM ASSEMBLED ELEMENTS; WELDED ANGLES, SHAPES AND SECTIONS, OF IRON OR STEEL",67697241,73
"838","FAS Value",7302,"RAILWAY OR TRAMWAY TRACK CONSTRUCTION MATERIAL OF IRON OR STEEL",271532793,73
"839","FAS Value",7303,"TUBES, PIPES AND HOLLOW PROFILES OF CAST IRON",40113751,73
"840","FAS Value",7304,"TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST) OR STEEL",821230244,73
"841","FAS Value",7305,"TUBES AND PIPES NESOI (WELDED ETC.), HAVING INTERNAL AND EXTERNAL CROSS SECTIONS WITH AN EXTERNAL DIAMETER OF OVER 406.4 MM (16 IN.), OF IRON OR STEEL",107966596,73
"842","FAS Value",7306,"TUBES, PIPES AND HOLLOW PROFILES NESOI (OPEN SEAMED OR WELDED, RIVETED OR SIMILARLY CLOSED), OF IRON OR STEEL",1362085466,73
"843","FAS Value",7307,"TUBE OR PIPE FITTINGS (INCLUDING COUPLINGS, ELBOWS AND SLEEVES), OF IRON OR STEEL",1976163196,73
"844","FAS Value",7308,"STRUCTURES (EXCLUDING PREFAB BUILDINGS OF HEADING 9406) AND PARTS THEREOF (BRIDGES, TOWERS ETC.), INCLUDING PREPARED SHAPES ETC., OF IRON OR STEEL",1411361541,73
"845","FAS Value",7309,"RESERVOIRS, TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF MORE THAN 300 LITERS (79.25 GAL.), OF IRON OR STEEL",372380471,73
"846","FAS Value",7310,"TANKS, CASKS, VATS AND SIMILAR CONTAINERS NESOI, OF A CAPACITY OF NOT OVER 300 LITERS (79.25 GAL.), OF IRON OR STEEL",738084430,73
"847","FAS Value",7311,"CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL",347118793,73
"848","FAS Value",7312,"STRANDED WIRE, ROPES AND CABLES, PLAITED BANDS ETC., NOT ELECTRICALLY INSULATED, OF IRON OR STEEL",340764189,73
"849","FAS Value",7313,"BARBED WIRE, TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT, AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL",2980066,73
